,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
210,2020 Hyundai NEW SANTRO,Manual,1.1 MAGNA CNG MT Manual,"12,943 km",1st Owner,Petrol + CNG,Rohtak,"₹5,29,799"
211,2017 Honda Jazz,Automatic,1.2 V AT Automatic,"37,505 km",1st Owner,Petrol,Rohtak,"₹5,93,599"
212,2013 Maruti Swift,Manual,VDI Manual,"45,868 km",1st Owner,Diesel,Rohtak,"₹3,41,999"
213,2014 Maruti Swift,Manual,VDI ABS Manual,"61,013 km",1st Owner,Diesel,Rohtak,"₹3,70,399"
214,2018 Maruti Celerio,Manual,VXI Manual,"15,601 km",1st Owner,Petrol,Rohtak,"₹4,44,399"
215,2017 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"25,306 km",1st Owner,Petrol,Rohtak,"₹4,82,099"
216,2015 Maruti Swift,Manual,VDI ABS Manual,"63,600 km",1st Owner,Diesel,Rohtak,"₹4,62,899"
217,2015 Maruti Swift,Manual,VDI ABS Manual,"44,638 km",1st Owner,Diesel,Rohtak,"₹4,24,099"
218,2013 Maruti Swift Dzire,Manual,ZDI Manual,"88,228 km",1st Owner,Diesel,Rohtak,"₹3,75,199"
219,2018 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"11,390 km",1st Owner,Petrol,Rohtak,"₹4,88,599"
220,2017 Maruti Swift,Manual,VDI ABS Manual,"96,866 km",1st Owner,Diesel,Rohtak,"₹4,87,399"
221,2015 Maruti Swift,Manual,LDI BS IV Manual,"18,206 km",1st Owner,Diesel,Rohtak,"₹4,26,899"
222,2018 Maruti Celerio,Manual,VXI Manual,"5,648 km",1st Owner,Petrol,Rohtak,"₹4,36,999"
223,2014 Maruti Swift,Manual,VDI ABS Manual,"50,211 km",2nd Owner,Diesel,Rohtak,"₹4,04,699"
224,2017 Maruti Alto 800,Manual,VXI Manual,"5,636 km",2nd Owner,Petrol,Rohtak,"₹2,62,199"
225,2011 Hyundai i10,Manual,MAGNA 1.1 IRDE2 Manual,"29,267 km",3rd Owner,Petrol,Rohtak,"₹3,00,499"
226,2016 Maruti Alto K10,Manual,VXI AMT Manual,"30,595 km",1st Owner,Petrol,Rohtak,"₹3,06,699"
227,2017 Renault Kwid,,CLIMBER 1.0 AT,"11,721 km",1st Owner,Petrol,Rohtak,"₹3,76,399"
228,2018 Maruti Alto 800,Manual,LXI Manual,"36,558 km",1st Owner,Petrol,Rohtak,"₹2,99,199"
229,2016 Maruti Swift,Manual,VDI Manual,"74,123 km",1st Owner,Diesel,Rohtak,"₹4,45,199"
230,2012 Maruti Swift Dzire,Manual,ZDI Manual,"52,479 km",1st Owner,Diesel,Rohtak,"₹3,86,799"
231,2014 Maruti Ritz,Manual,VDI Manual,"43,382 km",1st Owner,Diesel,Rohtak,"₹3,33,699"
232,2014 Maruti Swift,Manual,VDI ABS Manual,"44,609 km",1st Owner,Diesel,Rohtak,"₹4,52,399"
233,2020 Maruti Alto,Manual,LXI Manual,"11,654 km",1st Owner,Petrol,Rohtak,"₹3,60,099"
234,2017 Maruti Alto K10,Manual,VXI Manual,"28,704 km",1st Owner,Petrol,Rohtak,"₹3,31,999"
235,2018 Maruti Alto K10,Manual,VXI Manual,"5,198 km",1st Owner,Petrol,Rohtak,"₹3,47,299"
236,2018 Maruti Alto 800,Manual,LXI Manual,"12,083 km",1st Owner,Petrol,Rohtak,"₹3,14,399"
237,2017 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"43,504 km",1st Owner,Petrol,Panipat,"₹5,94,599"
238,2017 Renault Kwid,Manual,RXL Manual,"22,473 km",1st Owner,Petrol,Panipat,"₹2,35,399"
239,2015 Maruti Alto K10,Manual,VXI Manual,"56,401 km",1st Owner,Petrol,Panipat,"₹2,81,999"
240,2016 Maruti Swift,Manual,ZDI Manual,"57,783 km",2nd Owner,Diesel,Panipat,"₹4,69,299"
241,2017 Maruti Dzire,Manual,VDI Manual,"71,701 km",1st Owner,Diesel,Panipat,"₹5,25,899"
242,2020 KIA SONET,,HTK+ 1.5 D AT,"7,375 km",1st Owner,Diesel,Panipat,"₹11,00,699"
243,2018 Ford Figo Aspire,Manual,1.2 TITANIUM PETROL Manual,"28,419 km",1st Owner,Petrol,Panipat,"₹5,32,299"
244,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"55,482 km",1st Owner,Petrol,Panipat,"₹3,49,999"
245,2017 Maruti Swift,Manual,VXI Manual,"46,758 km",1st Owner,Petrol,Panipat,"₹4,78,599"
246,2016 Mahindra TUV300,Manual,T8 Manual,"45,627 km",1st Owner,Diesel,Panipat,"₹5,39,399"
247,2019 Maruti Swift,Manual,VXI Manual,"14,959 km",1st Owner,Petrol,Panipat,"₹5,91,999"
248,2017 Maruti Alto 800,Manual,LXI Manual,"24,926 km",1st Owner,Petrol,Panipat,"₹2,93,199"
249,2018 Maruti Vitara Brezza,Manual,VDI Manual,"82,601 km",1st Owner,Diesel,Panipat,"₹6,58,499"
250,2015 Maruti Swift,Manual,VDI ABS Manual,"37,925 km",1st Owner,Diesel,Panipat,"₹4,28,999"
251,2016 Audi A3,Automatic,40 TFSI PREMIUM Automatic,"76,786 km",1st Owner,Petrol,Panipat,"₹18,21,199"
252,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"20,976 km",1st Owner,Petrol,Panipat,"₹7,29,999"
253,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"18,599 km",1st Owner,Petrol,Panipat,"₹5,49,899"
254,2016 Maruti Swift Dzire,,VDI ABS,"79,048 km",2nd Owner,Diesel,Panipat,"₹5,29,699"
255,2019 Maruti Swift,Manual,VXI Manual,"25,529 km",1st Owner,Petrol,Panipat,"₹5,43,199"
256,2013 Ford Ecosport,Manual,1.5 AMBIENTE TDCI Manual,"1,13,857 km",1st Owner,Diesel,Panipat,"₹4,05,299"
257,2017 Maruti Dzire,Manual,VDI Manual,"91,724 km",1st Owner,Diesel,Panipat,"₹5,51,699"
258,2016 Maruti Vitara Brezza,Manual,VDI Manual,"70,372 km",1st Owner,Diesel,Panipat,"₹6,06,999"
259,2019 Honda Civic,Automatic,VX CVT i-VTEC Automatic,"15,416 km",1st Owner,Petrol,Panipat,"₹15,35,999"
260,2015 Hyundai Creta,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"1,33,099 km",1st Owner,Diesel,Panipat,"₹8,13,599"
261,2016 Maruti Vitara Brezza,Manual,VDI OPT Manual,"98,517 km",1st Owner,Diesel,Panipat,"₹6,85,499"
262,2019 Mahindra Thar,Manual,CRDE 4X4 BS IV Manual,"13,016 km",1st Owner,Diesel,Panipat,"₹9,55,099"
263,2020 Maruti Swift,Manual,LXI Manual,"4,096 km",1st Owner,Petrol,Panipat,"₹5,55,399"
264,2014 Maruti Ciaz,Manual,VDI PLUS Manual,"62,366 km",1st Owner,Diesel,Panipat,"₹5,32,699"
265,2013 Toyota Fortuner,Manual,3.0 MT 4X2 Manual,"76,953 km",1st Owner,Diesel,Panipat,"₹12,82,599"
266,2016 Maruti Vitara Brezza,Manual,ZDI Manual,"70,555 km",2nd Owner,Diesel,Panipat,"₹6,57,499"
267,2017 Maruti IGNIS,Manual,ALPHA 1.2 K12 Manual,"34,135 km",1st Owner,Petrol,Panipat,"₹5,08,499"
268,2017 Maruti Dzire,Manual,VDI Manual,"1,09,291 km",1st Owner,Diesel,Panipat,"₹5,53,999"
269,2017 Maruti Swift,Manual,VXI Manual,"25,626 km",1st Owner,Petrol,Panipat,"₹5,49,699"
270,2015 Maruti Ciaz,Manual,VDI+ SHVS Manual,"1,21,025 km",2nd Owner,Diesel,Panipat,"₹5,04,499"
271,2018 Hyundai Tucson New,Automatic,2WD AT GL DIESEL Automatic,"58,368 km",1st Owner,Diesel,Panipat,"₹19,87,099"
272,2016 Skoda Superb,Automatic,1.8 TSI LK AT Automatic,"38,718 km",3rd Owner,Petrol,Panipat,"₹16,80,599"
273,2018 Maruti Swift,Manual,LXI Manual,"12,659 km",1st Owner,Petrol,Panipat,"₹4,55,399"
274,2014 Toyota Innova,Manual,2.5 GX 7 STR BS IV Manual,"86,859 km",1st Owner,Diesel,Panipat,"₹7,08,499"
275,2019 Hyundai VENUE,Manual,SX(O) CRDi Manual,"25,835 km",1st Owner,Diesel,Panipat,"₹10,14,499"
276,2018 Maruti Ertiga,Manual,VDI SHVS Manual,"69,993 km",1st Owner,Diesel,Panipat,"₹7,50,299"
277,2021 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"11,162 km",1st Owner,Petrol,Panipat,"₹7,69,599"
278,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"9,870 km",1st Owner,Petrol,Panipat,"₹6,03,199"
279,2015 Maruti Swift,Manual,VXI Manual,"41,046 km",2nd Owner,Petrol,Panipat,"₹3,98,199"
280,2020 Maruti S PRESSO,Manual,VXI PLUS Manual,"17,058 km",1st Owner,Petrol,Panipat,"₹4,20,299"
281,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"13,973 km",1st Owner,Petrol,Panipat,"₹6,40,599"
282,2020 Maruti S PRESSO,Manual,VXI PLUS Manual,"15,934 km",1st Owner,Petrol,Panipat,"₹4,16,199"
283,2018 Hyundai New Elantra,Automatic,1.6 SX AT O Automatic,"44,347 km",1st Owner,Diesel,Panipat,"₹15,38,199"
284,2017 Hyundai Creta,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"82,907 km",1st Owner,Diesel,Panipat,"₹10,82,399"
285,2017 Maruti Wagon R 1.0,Automatic,VXI AMT Automatic,"12,808 km",2nd Owner,Petrol,Panipat,"₹4,00,799"
286,2018 Maruti Swift,Manual,ZXI PLUS AMT Manual,"28,636 km",1st Owner,Petrol,Panipat,"₹6,13,699"
287,2019 Maruti Alto,Manual,VXI Manual,"13,299 km",1st Owner,Petrol,Panipat,"₹3,58,999"
288,2017 Maruti Vitara Brezza,Manual,VDI OPT Manual,"79,494 km",1st Owner,Diesel,Panipat,"₹7,10,399"
289,2019 Renault Kwid,Manual,RXL Manual,"3,946 km",1st Owner,Petrol,Panipat,"₹3,53,499"
290,2015 Maruti Swift,Manual,LDI O Manual,"68,276 km",1st Owner,Diesel,Panipat,"₹4,22,699"
291,2017 Maruti Baleno,Automatic,DELTA 1.2 K12 AMT Automatic,"23,537 km",1st Owner,Petrol,Panipat,"₹6,32,899"
292,2017 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"20,990 km",1st Owner,Petrol,Panipat,"₹6,26,699"
293,2017 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"60,982 km",1st Owner,Petrol,Panipat,"₹5,34,799"
294,2019 Maruti Vitara Brezza,Manual,VDI Manual,"25,374 km",1st Owner,Diesel,Panipat,"₹8,09,599"
295,2020 Maruti S PRESSO,Manual,VXI Manual,"6,030 km",1st Owner,Petrol,Panipat,"₹4,33,399"
296,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"40,066 km",1st Owner,Diesel,Panipat,"₹4,04,499"
297,2018 Maruti Eeco,Manual,7 STR Manual,"18,876 km",2nd Owner,Petrol,Panipat,"₹3,43,899"
298,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"34,527 km",1st Owner,Diesel,Panipat,"₹3,65,399"
299,2015 Maruti Swift,Manual,VDI ABS Manual,"27,868 km",1st Owner,Diesel,Panipat,"₹4,56,499"
300,2012 Maruti Swift Dzire,Manual,VDI BS IV Manual,"49,310 km",1st Owner,Diesel,Panipat,"₹3,68,699"
301,2016 Maruti Alto 800,Manual,VXI Manual,"47,862 km",1st Owner,Petrol,Panipat,"₹3,19,099"
302,2017 Maruti Alto 800,Manual,LXI Manual,"27,919 km",2nd Owner,Petrol,Panipat,"₹2,91,999"
303,2014 Maruti Swift,Manual,VDI Manual,"1,58,233 km",1st Owner,Diesel,Panipat,"₹3,39,099"
304,2015 Maruti Swift,Manual,VDI ABS Manual,"1,64,520 km",1st Owner,Diesel,Panipat,"₹4,05,199"
305,2012 Maruti Swift Dzire,Manual,VDI BS IV Manual,"77,730 km",1st Owner,Diesel,Panipat,"₹4,36,399"
306,2019 Maruti Alto K10,Manual,VXI Manual,"18,134 km",1st Owner,Petrol,Panipat,"₹3,70,299"
307,2015 Hyundai Grand i10,Manual,ASTA 1.2 VTVT Manual,"34,300 km",1st Owner,Petrol,Panipat,"₹4,89,099"
308,2017 Maruti Alto K10,Manual,VXI Manual,"8,841 km",1st Owner,Petrol,Panipat,"₹3,12,899"
309,2021 Maruti S PRESSO,Manual,VXI PLUS Manual,"1,839 km",1st Owner,Petrol,Panipat,"₹4,64,099"
310,2019 Maruti Alto K10,Manual,VXI Manual,"8,574 km",1st Owner,Petrol,Panipat,"₹4,24,599"
311,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"8,579 km",1st Owner,Petrol,Panipat,"₹4,45,599"
312,2018 Maruti Alto 800,Manual,LXI Manual,"11,064 km",1st Owner,Petrol,Panipat,"₹3,30,799"
313,2014 Renault Duster,Manual,85 PS RXE DIESEL ADVENTURE Manual,"89,243 km",1st Owner,Diesel,Panipat,"₹4,93,499"
314,2011 Hyundai i20,Manual,MAGNA O 1.2 Manual,"44,007 km",1st Owner,Petrol,Panipat,"₹2,58,999"
315,2011 Hyundai i10,Manual,ERA 1.1 IRDE Manual,"55,623 km",1st Owner,Petrol,Panipat,"₹1,88,799"
316,2016 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA VTVT Manual,"26,951 km",1st Owner,Petrol,Panipat,"₹4,15,399"
317,2009 Maruti Wagon R,Manual,LXI MINOR Manual,"36,035 km",1st Owner,Petrol,Panipat,"₹1,48,199"
318,2016 Maruti Ciaz,Manual,VDI+ SHVS Manual,"41,484 km",1st Owner,Diesel,Panipat,"₹5,48,199"
319,2015 Maruti Ertiga,Manual,ZDI Manual,"1,16,238 km",1st Owner,Diesel,Panipat,"₹4,97,399"
320,2020 Maruti Alto,Manual,LXI Manual,"19,593 km",1st Owner,Petrol + CNG,Panipat,"₹3,54,799"
321,2009 Maruti Alto,Manual,LXI Manual,"1,19,227 km",1st Owner,Petrol,Panipat,"₹1,26,399"
322,2017 Honda WR-V,Manual,1.5 i-DTEC S MT Manual,"79,597 km",1st Owner,Diesel,Panipat,"₹5,61,099"
323,2013 Hyundai Eon,Manual,D LITE PLUS Manual,"1,06,269 km",1st Owner,Petrol,Panipat,"₹1,93,699"
324,2016 Maruti Swift,Manual,LXI OPT Manual,"23,746 km",1st Owner,Petrol,Panipat,"₹4,10,899"
325,2015 Mahindra TUV300,Automatic,T8 AT Automatic,"26,118 km",2nd Owner,Diesel,Panipat,"₹5,37,999"
326,2010 Maruti A Star,Manual,VXI Manual,"34,181 km",1st Owner,Petrol + CNG,Panipat,"₹1,90,699"
327,2020 Hyundai VENUE,Manual,E MT 1.2 KAPPA Manual,"7,177 km",1st Owner,Petrol,Panipat,"₹7,45,199"
328,2020 Maruti Ertiga,Manual,VXI SMART HYBRID Manual,"19,879 km",1st Owner,Petrol,Panipat,"₹8,23,199"
329,2017 Maruti Ciaz,Manual,SIGMA 1.4 VVT Manual,"61,641 km",1st Owner,Petrol,Panipat,"₹6,34,599"
330,2015 Hyundai i20 Active,Manual,1.2 SX Manual,"60,713 km",1st Owner,Petrol,Panipat,"₹5,01,999"
331,2016 Hyundai Creta,Manual,1.6 BASE Manual,"91,156 km",1st Owner,Petrol + CNG,Panipat,"₹6,54,399"
332,2015 Hyundai Creta,,1.4 S CRDI,"33,068 km",1st Owner,Diesel,Panipat,"₹7,58,699"
333,2019 Tata NEXON,Manual,XM 1.2 Manual,"31,201 km",1st Owner,Petrol,Panipat,"₹6,46,699"
334,2020 Toyota Glanza,Manual,G MT PETROL Manual,"13,720 km",1st Owner,Petrol,Panipat,"₹7,16,599"
335,2020 Maruti Swift,Manual,LXI Manual,"23,940 km",1st Owner,Petrol,Panipat,"₹4,90,899"
336,2018 Volkswagen Polo,Manual,COMFORTLINE 1.0 PETROL Manual,"23,826 km",1st Owner,Petrol,Panipat,"₹5,27,699"
337,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"33,827 km",1st Owner,Petrol,Panipat,"₹4,92,699"
338,2018 Honda City,Manual,V MT PETROL Manual,"55,835 km",1st Owner,Petrol,Panipat,"₹7,61,399"
339,2014 Maruti Ertiga,Manual,VDI ABS Manual,"78,074 km",1st Owner,Diesel,Panipat,"₹4,36,499"
340,2017 Tata TIGOR,Manual,XZ 1.2 REVOTRON OPT Manual,"13,855 km",1st Owner,Petrol,Panipat,"₹4,81,699"
341,2020 Maruti New Wagon-R,Manual,1.0 LXI (O) Manual,"8,364 km",2nd Owner,Petrol,Panipat,"₹4,57,799"
342,2019 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"17,632 km",1st Owner,Petrol,Panipat,"₹5,93,099"
343,2012 Ford Fiesta,Manual,TITANIUM DIESEL Manual,"68,356 km",2nd Owner,Diesel,Panipat,"₹2,85,399"
344,2016 Volkswagen Vento,Manual,COMFORTLINE MT PETROL Manual,"19,369 km",1st Owner,Petrol,Panipat,"₹5,93,799"
345,2013 Toyota Innova,Manual,2.5 GX 7 STR BS IV Manual,"74,083 km",1st Owner,Diesel,Panipat,"₹5,86,799"
346,2018 Renault Captur,Manual,RXT PETROL Manual,"27,394 km",2nd Owner,Petrol,Panipat,"₹5,83,899"
347,2020 Hyundai GRAND I10 NIOS,Manual,MAGNA 1.2 MT Manual,"4,955 km",1st Owner,Petrol,Panipat,"₹5,67,299"
348,2020 Maruti S PRESSO,Manual,VXI Manual,"19,386 km",1st Owner,Petrol,Panipat,"₹4,04,299"
349,2017 Toyota Innova Crysta,Manual,2.4 GX 7 STR Manual,"89,781 km",1st Owner,Diesel,Panipat,"₹12,26,699"
350,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"64,918 km",1st Owner,Petrol,Panipat,"₹5,16,099"
351,2020 Maruti Alto,Manual,LXI Manual,"11,558 km",1st Owner,Petrol,Panipat,"₹3,30,699"
352,2013 Maruti Ertiga,Manual,VDI ABS Manual,"27,420 km",1st Owner,Diesel,Panipat,"₹5,41,699"
353,2015 Hyundai Creta,Manual,1.6 S Manual,"22,587 km",1st Owner,Petrol,Panipat,"₹8,19,799"
354,2015 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"89,320 km",1st Owner,Petrol,Panipat,"₹5,25,799"
355,2014 Hyundai Santro Xing,Manual,GL PLUS Manual,"58,661 km",1st Owner,Petrol,Panipat,"₹2,80,299"
356,2018 Tata Tiago,Manual,XE 1.2 REVOTRON Manual,"12,981 km",1st Owner,Petrol,Panipat,"₹3,62,099"
357,2020 Maruti New Wagon-R,Manual,VXI 1.0 Manual,"14,108 km",1st Owner,Petrol,Panipat,"₹4,82,499"
358,2020 Maruti New Wagon-R,Manual,LXI 1.0 L Manual,"6,879 km",1st Owner,Petrol,Panipat,"₹5,09,199"
359,2014 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"59,832 km",1st Owner,Petrol,Panipat,"₹4,78,099"
360,2016 Maruti Ertiga,Manual,VDI SHVS Manual,"52,500 km",1st Owner,Diesel,Panipat,"₹6,28,599"
361,2016 Maruti Ciaz,Manual,VDI+ SHVS Manual,"35,662 km",1st Owner,Diesel,Panipat,"₹5,48,099"
362,2016 Ford Figo Aspire,Manual,1.2 TREND PETROL Manual,"19,532 km",1st Owner,Petrol,Panipat,"₹4,01,699"
363,2016 Maruti Celerio,Manual,VXI Manual,"68,278 km",1st Owner,Petrol + CNG,Panipat,"₹3,65,499"
364,2020 Maruti New Wagon-R,Manual,VXI 1.0 Manual,"3,865 km",1st Owner,Petrol,Panipat,"₹4,88,899"
365,2018 Tata Tiago,Manual,XT 1.2 REVOTRON Manual,"32,270 km",2nd Owner,Petrol,Panipat,"₹3,80,599"
366,2016 Hyundai Elite i20,Manual,MAGNA 1.2 Manual,"31,131 km",1st Owner,Petrol,Panipat,"₹4,97,699"
367,2013 Toyota Corolla Altis,Manual,D 4D G Manual,"1,29,508 km",1st Owner,Diesel,Panipat,"₹4,17,499"
368,2014 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"16,795 km",1st Owner,Petrol,Panipat,"₹3,78,699"
369,2019 Maruti Ertiga,Manual,VXI SMART HYBRID Manual,"11,135 km",1st Owner,Petrol,Panipat,"₹8,21,699"
370,2013 Hyundai Verna,Manual,FLUIDIC 1.6 EX CRDI Manual,"1,04,218 km",1st Owner,Diesel,Panipat,"₹4,21,199"
371,2018 Ford Figo Aspire,Manual,1.2 TITANIUM PETROL Manual,"6,071 km",1st Owner,Petrol,Panipat,"₹5,56,599"
372,2018 Maruti Celerio X,Automatic,ZXI OPT AMT Automatic,"26,410 km",1st Owner,Petrol,Panipat,"₹4,63,099"
373,2016 Maruti Ciaz,Manual,VXI OPT Manual,"76,459 km",2nd Owner,Petrol,Panipat,"₹5,59,999"
374,2015 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"1,31,691 km",1st Owner,Petrol,Panipat,"₹3,30,199"
375,2015 Hyundai Creta,Manual,1.6 SX PLUS DIESEL Manual,"80,045 km",2nd Owner,Diesel,Panipat,"₹7,76,799"
376,2017 Maruti Ciaz,Manual,DELTA 1.3 DDIS SHVS Manual,"65,308 km",1st Owner,Diesel,Panipat,"₹6,00,899"
377,2017 Skoda Rapid,Automatic,1.5 TDI AT STYLE PLUS Automatic,"1,38,467 km",1st Owner,Diesel,Panipat,"₹6,10,499"
378,2016 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"24,584 km",1st Owner,Petrol,Panipat,"₹5,32,899"
379,2016 Maruti Ciaz,Manual,VXI PLUS Manual,"32,386 km",1st Owner,Petrol,Panipat,"₹6,17,399"
380,2017 Maruti Swift,Manual,LXI OPT Manual,"1,00,691 km",1st Owner,Petrol,Panipat,"₹3,85,999"
381,2019 Hyundai VENUE,Manual,1.0L Turbo GDI SX(O) MT Manual,"13,991 km",1st Owner,Petrol,Panipat,"₹9,18,599"
382,2016 Maruti Celerio,Manual,VXI CNG Manual,"72,499 km",1st Owner,Petrol + CNG,Panipat,"₹3,86,099"
383,2017 Maruti Baleno,Manual,SIGMA 1.2 K12 Manual,"23,400 km",1st Owner,Petrol,Panipat,"₹4,83,199"
384,2019 Hyundai Creta,Automatic,1.6 VTVT SX AUTO Automatic,"25,139 km",1st Owner,Petrol,Panipat,"₹12,65,799"
385,2015 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"65,067 km",1st Owner,Petrol,Panipat,"₹3,66,099"
386,2013 Toyota Innova,Manual,2.5 VX 7 STR BS IV Manual,"1,73,749 km",1st Owner,Diesel,Panipat,"₹6,25,399"
387,2015 Maruti Swift Dzire,Manual,LDI BS IV Manual,"36,616 km",1st Owner,Diesel,Panipat,"₹3,79,699"
388,2015 Honda Amaze,Manual,1.2 VXMT I VTEC Manual,"81,579 km",2nd Owner,Petrol,Panipat,"₹3,96,099"
389,2016 Hyundai Creta,Manual,1.6 SX AT CRDI Manual,"88,992 km",1st Owner,Diesel,Panipat,"₹8,43,299"
390,2009 Maruti Ritz,Manual,VXI Manual,"1,19,824 km",1st Owner,Petrol,Panipat,"₹1,69,099"
391,2016 Ford Figo Aspire,Manual,1.2 TREND PETROL Manual,"31,995 km",1st Owner,Petrol,Panipat,"₹4,49,199"
392,2015 Toyota Etios,Manual,VD 1.4 Manual,"62,623 km",1st Owner,Diesel,Panipat,"₹4,96,099"
393,2019 Hyundai Creta,Automatic,1.6 VTVT SX AUTO Automatic,"9,627 km",1st Owner,Petrol,Panipat,"₹13,57,099"
394,2014 Honda City,Manual,SV MT PETROL Manual,"1,24,523 km",2nd Owner,Petrol,Panipat,"₹4,52,199"
395,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"47,400 km",1st Owner,Petrol,Panipat,"₹5,57,399"
396,2018 Maruti Swift,Manual,LXI Manual,"17,906 km",1st Owner,Petrol,Panipat,"₹4,65,799"
397,2015 Maruti Celerio,Automatic,VXI AMT Automatic,"40,994 km",2nd Owner,Petrol,Panipat,"₹3,62,199"
398,2017 Maruti Vitara Brezza,Manual,ZDI Manual,"63,900 km",1st Owner,Diesel,Panipat,"₹6,42,399"
399,2020 MG HECTOR,Manual,SHARP HYBIRD PETROL MT Manual,"3,094 km",1st Owner,Petrol,Panipat,"₹17,37,599"
400,2016 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"40,727 km",1st Owner,Petrol,Panipat,"₹5,03,299"
401,2013 Hyundai i20,Manual,SPORTZ 1.2 VTVT Manual,"43,949 km",1st Owner,Petrol,Panipat,"₹3,51,899"
402,2016 Maruti Celerio,Manual,VXI Manual,"17,543 km",1st Owner,Petrol,Panipat,"₹3,94,499"
403,2014 Toyota Fortuner,Manual,3.0 MT 4X2 Manual,"64,625 km",1st Owner,Diesel,Panipat,"₹13,51,399"
404,2014 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"60,697 km",1st Owner,Petrol,Panipat,"₹3,33,199"
405,2017 Maruti Baleno,Manual,ALPHA DDIS 190 Manual,"76,285 km",2nd Owner,Diesel,Panipat,"₹5,30,699"
406,2019 Maruti Baleno,Manual,SIGMA 1.2 K12 Manual,"4,396 km",1st Owner,Petrol,Panipat,"₹5,59,599"
407,2014 Hyundai Verna,Manual,FLUIDIC 1.4 CRDI CX Manual,"74,650 km",1st Owner,Diesel,Panipat,"₹5,63,999"
408,2014 Ford Ecosport,Manual,1.5 TREND TDCI Manual,"52,406 km",1st Owner,Diesel,Panipat,"₹4,97,399"
409,2017 Maruti Baleno,Manual,ZETA DDIS 190 Manual,"69,954 km",1st Owner,Diesel,Panipat,"₹5,19,799"
410,2015 Ford Ecosport,Automatic,1.5 TITANIUM TI VCT AT Automatic,"55,859 km",1st Owner,Petrol,Panipat,"₹5,64,899"
411,2012 Honda City,Manual,1.5 E MT PETROL Manual,"62,729 km",1st Owner,Petrol,Panipat,"₹3,92,899"
412,2019 Maruti Baleno,Manual,ALPHA 1.2 K12 Manual,"23,498 km",1st Owner,Petrol,Panipat,"₹6,92,299"
413,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"24,768 km",2nd Owner,Petrol,Panipat,"₹3,72,599"
414,2020 Maruti Baleno,Manual,ALPHA 1.2 K12 Manual,"15,096 km",1st Owner,Petrol,Panipat,"₹6,82,399"
415,2020 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"8,206 km",1st Owner,Petrol,Panipat,"₹6,73,999"
416,2016 Hyundai Elite i20,Manual,1.4 CRDI ASTA (O) Manual,"85,147 km",1st Owner,Diesel,Panipat,"₹6,14,299"
417,2018 Maruti Swift,Manual,LXI Manual,"7,967 km",1st Owner,Petrol,Panipat,"₹5,02,199"
418,2019 Maruti Vitara Brezza,Manual,VDI Manual,"52,300 km",1st Owner,Diesel,Panipat,"₹7,14,199"
419,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"29,074 km",1st Owner,Petrol,Panipat,"₹6,15,999"
420,2015 Hyundai Eon,Manual,MAGNA PLUS Manual,"1,24,129 km",1st Owner,Petrol,Panipat,"₹2,49,999"
421,2018 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"38,471 km",1st Owner,Diesel,Panipat,"₹7,79,799"
422,2011 Honda City,Manual,V MT PETROL Manual,"1,49,072 km",1st Owner,Petrol,Panipat,"₹3,28,999"
423,2018 Ford Ecosport,Manual,1.5 TDCI TITANIUM PLUS Manual,"16,826 km",2nd Owner,Diesel,Panipat,"₹7,70,299"
424,2018 Ford Ecosport,Manual,1.5 TDCI TITANIUM PLUS Manual,"40,788 km",1st Owner,Diesel,Panipat,"₹8,03,199"
